Symbol,Action,Expiry,Days To Expiry,Strike Price,Mid Price,Bid Price,Ask Price,Implied Volatility Rank,Earnings Date,Earnings Flag,Stock Price,Raw Return,Annualized Return,Distance To Strike
FROG,Sell to Open,04/19/2024,37,$50.00,$0.57,$0.50,$0.65,26%,05/08/2024,N,$42.75,1.35%,13.64%,16.96%
EDC,Sell to Open,04/19/2024,37,$35.00,$0.42,$0.35,$0.50,7%,,N,$31.37,1.35%,13.74%,11.57%
JD,Sell to Open,04/26/2024,44,$33.00,$0.37,$0.36,$0.39,100%,05/09/2024,N,$28.01,1.34%,11.36%,17.82%
SE,Sell to Open,04/26/2024,44,$75.00,$0.81,$0.78,$0.84,96%,05/14/2024,N,$60.57,1.34%,11.35%,23.82%
SLV,Sell to Open,04/26/2024,44,$24.50,$0.30,$0.30,$0.31,6%,,N,$22.79,1.34%,11.36%,7.5%
NTES,Sell to Open,04/26/2024,44,$130.00,$1.47,$0.80,$2.15,43%,05/30/2024,N,$109.93,1.34%,11.39%,18.26%
PNR,Sell to Open,04/19/2024,37,$87.50,$1.10,$0.50,$1.70,10%,04/25/2024,N,$82.03,1.34%,13.6%,6.67%
MOH,Sell to Open,04/19/2024,37,$440.00,$5.42,$2.05,$8.80,29%,04/24/2024,N,$404.89,1.34%,13.58%,8.67%
MU,Sell to Open,04/26/2024,44,$115.00,$1.26,$1.08,$1.44,84%,03/20/2024,Y,$94.16,1.34%,11.36%,22.13%
BP,Sell to Open,04/26/2024,44,$42.00,$0.50,$0.02,$0.98,7%,05/07/2024,N,$37.32,1.34%,11.37%,12.54%
RBLX,Sell to Open,04/26/2024,44,$48.00,$0.54,$0.52,$0.56,9%,05/08/2024,N,$40.39,1.34%,11.35%,18.84%
AMLP,Sell to Open,04/19/2024,37,$47.00,$0.62,$0.55,$0.70,14%,,N,$46.74,1.34%,13.56%,0.56%
KKR,Sell to Open,04/26/2024,44,$110.00,$1.29,$0.30,$2.30,26%,05/10/2024,N,$97.96,1.33%,11.26%,12.29%
BZH,Sell to Open,04/19/2024,37,$37.00,$0.42,$0.35,$0.50,30%,04/25/2024,N,$31.87,1.33%,13.52%,16.1%
CMC,Sell to Open,04/19/2024,37,$57.50,$0.70,$0.60,$0.80,16%,03/21/2024,Y,$52.73,1.33%,13.46%,9.05%
TNA,Sell to Open,04/26/2024,44,$50.00,$0.53,$0.45,$0.62,44%,,N,$40.32,1.33%,11.26%,24.01%
OZK,Sell to Open,04/26/2024,44,$49.00,$0.57,$0.40,$0.75,7%,04/18/2024,Y,$43.10,1.33%,11.32%,13.69%
FIVN,Sell to Open,04/19/2024,37,$70.00,$0.80,$0.75,$0.85,11%,05/02/2024,N,$60.01,1.33%,13.52%,16.65%
IAT,Sell to Open,04/19/2024,37,$44.00,$0.55,$0.40,$0.70,7%,,N,$41.61,1.32%,13.4%,5.74%
VNOM,Sell to Open,04/19/2024,37,$38.00,$0.47,$0.40,$0.55,5%,04/29/2024,N,$35.91,1.32%,13.41%,5.82%
PODD,Sell to Open,04/19/2024,37,$200.00,$2.29,$2.15,$2.45,18%,05/02/2024,N,$175.54,1.31%,13.28%,13.93%
META,Sell to Open,04/26/2024,44,$595.00,$6.47,$6.05,$6.90,13%,04/24/2024,Y,$495.57,1.31%,11.09%,20.06%
Z,Sell to Open,04/26/2024,44,$67.00,$0.73,$0.41,$1.05,20%,05/01/2024,N,$55.98,1.3%,11.07%,19.69%
WIRE,Sell to Open,04/19/2024,37,$270.00,$2.92,$0.85,$5.00,24%,04/23/2024,N,$225.54,1.3%,13.15%,19.71%
WMS,Sell to Open,04/19/2024,37,$180.00,$2.12,$1.15,$3.10,7%,05/23/2024,N,$162.98,1.3%,13.22%,10.44%
URNM,Sell to Open,04/26/2024,44,$55.00,$0.60,$0.20,$1.00,60%,,N,$46.17,1.3%,11.03%,19.12%
MDB,Sell to Open,04/26/2024,44,$450.00,$4.84,$4.55,$5.15,72%,05/30/2024,N,$372.81,1.3%,11.04%,20.7%
MT,Sell to Open,04/26/2024,44,$29.00,$0.35,$0.30,$0.40,11%,05/02/2024,N,$26.96,1.3%,11.02%,7.57%
DOCU,Sell to Open,04/26/2024,44,$70.00,$0.77,$0.25,$1.29,53%,06/06/2024,N,$59.41,1.3%,11%,17.83%
RF,Sell to Open,04/19/2024,37,$23.00,$0.25,$0.05,$0.45,4%,04/19/2024,N,$19.40,1.29%,13.07%,18.56%
BIDU,Sell to Open,04/26/2024,44,$125.00,$1.39,$1.26,$1.52,33%,05/21/2024,N,$107.89,1.29%,10.94%,15.86%
NFLX,Sell to Open,04/26/2024,44,$720.00,$7.77,$7.30,$8.25,13%,04/16/2024,Y,$609.45,1.28%,10.83%,18.14%
URA,Sell to Open,04/26/2024,44,$31.50,$0.35,$0.30,$0.40,38%,,N,$27.33,1.28%,10.87%,15.26%
LULU,Sell to Open,04/26/2024,44,$555.00,$5.92,$2.60,$9.25,79%,03/21/2024,Y,$465.55,1.27%,10.8%,19.21%
SITE,Sell to Open,04/19/2024,37,$195.00,$2.22,$0.65,$3.80,12%,05/01/2024,N,$175.28,1.27%,12.87%,11.25%
TUR,Sell to Open,04/19/2024,37,$38.00,$0.45,$0.35,$0.55,8%,,N,$35.38,1.27%,12.9%,7.41%
CFLT,Sell to Open,04/19/2024,37,$38.00,$0.40,$0.35,$0.45,1%,05/01/2024,N,$31.64,1.26%,12.82%,20.1%
DIG,Sell to Open,04/19/2024,37,$46.00,$0.52,$0.45,$0.60,4%,,N,$41.71,1.26%,12.76%,10.29%
GTLS,Sell to Open,04/19/2024,37,$170.00,$1.85,$1.25,$2.45,26%,04/26/2024,N,$146.26,1.26%,12.82%,16.23%
CPE,Sell to Open,04/19/2024,37,$37.00,$0.42,$0.30,$0.55,8%,05/01/2024,N,$33.99,1.25%,12.68%,8.86%
KWEB,Sell to Open,04/26/2024,44,$31.00,$0.34,$0.32,$0.36,37%,,N,$27.11,1.25%,10.65%,14.35%
DD,Sell to Open,04/26/2024,44,$80.00,$0.92,$0.30,$1.55,14%,04/30/2024,N,$73.78,1.25%,10.64%,8.43%
HOG,Sell to Open,04/26/2024,44,$46.00,$0.50,$0.20,$0.80,22%,05/02/2024,N,$39.98,1.25%,10.62%,15.06%
BTU,Sell to Open,04/26/2024,44,$28.50,$0.31,$0.29,$0.34,9%,04/25/2024,Y,$25.15,1.25%,10.63%,13.32%
PAVE,Sell to Open,04/19/2024,37,$39.00,$0.47,$0.40,$0.55,11%,,N,$38.28,1.24%,12.58%,1.88%
WST,Sell to Open,04/19/2024,37,$410.00,$4.75,$3.50,$6.00,27%,04/25/2024,N,$385.75,1.23%,12.48%,6.29%
ASML,Sell to Open,04/26/2024,44,"$1,130.00",$11.95,$11.00,$12.90,33%,04/17/2024,Y,$968.78,1.23%,10.47%,16.64%
WAL,Sell to Open,04/26/2024,44,$70.00,$0.72,$0.55,$0.90,3%,04/16/2024,Y,$58.89,1.23%,10.45%,18.87%
PVH,Sell to Open,04/19/2024,37,$155.00,$1.62,$1.55,$1.70,32%,03/25/2024,Y,$132.00,1.23%,12.48%,17.42%
MS,Sell to Open,04/26/2024,44,$98.00,$1.10,$0.60,$1.60,13%,04/16/2024,Y,$89.35,1.23%,10.45%,9.68%
UPRO,Sell to Open,04/26/2024,44,$75.00,$0.82,$0.75,$0.90,10%,,N,$67.67,1.22%,10.35%,10.83%
SOFI,Sell to Open,04/26/2024,44,$10.00,$0.09,$0.08,$0.10,15%,04/29/2024,N,$7.38,1.22%,10.35%,35.5%
RGEN,Sell to Open,04/19/2024,37,$220.00,$2.37,$1.55,$3.20,9%,04/30/2024,N,$194.39,1.22%,12.39%,13.17%
NOV,Sell to Open,04/19/2024,37,$22.00,$0.22,$0.05,$0.40,14%,04/24/2024,N,$18.50,1.22%,12.33%,18.92%
KBH,Sell to Open,04/19/2024,37,$80.00,$0.85,$0.75,$0.95,47%,03/20/2024,Y,$70.17,1.21%,12.28%,14.01%
TYL,Sell to Open,04/19/2024,37,$450.00,$5.07,$1.85,$8.30,4%,05/01/2024,N,$421.15,1.21%,12.22%,6.85%
INSP,Sell to Open,04/19/2024,37,$240.00,$2.27,$1.25,$3.30,33%,05/01/2024,N,$189.63,1.2%,12.16%,26.56%
DKS,Sell to Open,04/26/2024,44,$220.00,$2.25,$1.60,$2.90,72%,03/14/2024,Y,$187.76,1.2%,10.17%,17.17%
FAS,Sell to Open,04/26/2024,44,$120.00,$1.25,$1.05,$1.45,11%,,N,$104.59,1.2%,10.14%,14.73%
ACLS,Sell to Open,04/19/2024,37,$130.00,$1.29,$1.20,$1.40,19%,05/01/2024,N,$108.65,1.2%,12.13%,19.65%
TAN,Sell to Open,04/26/2024,44,$52.00,$0.52,$0.45,$0.60,78%,,N,$43.87,1.2%,10.16%,18.53%
ARKK,Sell to Open,04/26/2024,44,$58.00,$0.60,$0.58,$0.62,20%,,N,$50.36,1.19%,10.11%,15.17%
AZPN,Sell to Open,04/19/2024,37,$220.00,$2.40,$0.90,$3.90,8%,04/24/2024,N,$200.86,1.19%,12.11%,9.53%
BHP,Sell to Open,04/19/2024,37,$60.00,$0.67,$0.65,$0.70,41%,08/26/2024,N,$56.87,1.19%,12.03%,5.5%
HP,Sell to Open,04/19/2024,37,$45.00,$0.47,$0.45,$0.50,11%,04/24/2024,N,$40.27,1.18%,11.96%,11.75%
AVTR,Sell to Open,04/26/2024,44,$27.00,$0.30,$0.05,$0.55,27%,04/26/2024,N,$25.39,1.18%,10.03%,6.34%
LYB,Sell to Open,04/19/2024,37,$105.00,$1.20,$0.95,$1.45,10%,04/26/2024,N,$101.71,1.18%,11.96%,3.23%
SU,Sell to Open,04/26/2024,44,$38.00,$0.42,$0.39,$0.45,18%,05/15/2024,N,$35.57,1.18%,10.02%,6.83%
BKR,Sell to Open,04/19/2024,37,$34.00,$0.37,$0.35,$0.40,12%,04/24/2024,N,$31.75,1.18%,11.98%,7.09%
MNDY,Sell to Open,04/19/2024,37,$260.00,$2.57,$2.15,$3.00,11%,05/13/2024,N,$219.44,1.17%,11.9%,18.48%
OLN,Sell to Open,04/19/2024,37,$62.50,$0.67,$0.60,$0.75,22%,04/25/2024,N,$57.90,1.17%,11.82%,7.94%
LNTH,Sell to Open,04/19/2024,37,$67.50,$0.70,$0.60,$0.80,11%,05/02/2024,N,$59.68,1.17%,11.89%,13.1%
ON,Sell to Open,04/26/2024,44,$95.00,$0.93,$0.83,$1.04,32%,04/29/2024,N,$79.89,1.17%,9.93%,18.91%
RMD,Sell to Open,04/19/2024,37,$220.00,$2.25,$2.00,$2.50,28%,04/25/2024,N,$192.47,1.17%,11.85%,14.3%
TTWO,Sell to Open,04/26/2024,44,$160.00,$1.69,$0.77,$2.62,2%,05/15/2024,N,$144.89,1.17%,9.93%,10.43%
NEE,Sell to Open,04/26/2024,44,$66.00,$0.69,$0.42,$0.96,37%,04/23/2024,Y,$59.54,1.16%,9.84%,10.85%
UAL,Sell to Open,04/26/2024,44,$50.00,$0.50,$0.46,$0.54,24%,04/16/2024,Y,$43.04,1.16%,9.86%,16.18%
AAP,Sell to Open,04/26/2024,44,$95.00,$0.92,$0.64,$1.21,24%,05/30/2024,N,$79.91,1.16%,9.83%,18.88%
AMAT,Sell to Open,04/26/2024,44,$230.00,$2.33,$2.13,$2.53,35%,05/16/2024,N,$200.56,1.16%,9.86%,14.68%
TWLO,Sell to Open,04/26/2024,44,$72.00,$0.72,$0.54,$0.90,25%,05/07/2024,N,$62.30,1.16%,9.81%,15.57%
VECO,Sell to Open,04/19/2024,37,$39.00,$0.40,$0.30,$0.50,21%,05/06/2024,N,$34.50,1.16%,11.76%,13.04%
NKE,Sell to Open,04/26/2024,44,$115.00,$1.17,$0.96,$1.38,64%,03/21/2024,Y,$101.36,1.15%,9.8%,13.46%
HPQ,Sell to Open,04/26/2024,44,$33.00,$0.35,$0.32,$0.39,12%,05/28/2024,N,$30.75,1.15%,9.8%,7.32%
AX,Sell to Open,04/19/2024,37,$57.50,$0.57,$0.45,$0.70,17%,04/25/2024,N,$50.60,1.14%,11.52%,13.64%
UTHR,Sell to Open,04/19/2024,37,$270.00,$2.75,$0.80,$4.70,42%,05/01/2024,N,$241.27,1.14%,11.56%,11.91%
FXI,Sell to Open,04/26/2024,44,$27.00,$0.28,$0.26,$0.30,35%,,N,$24.64,1.14%,9.65%,9.58%
ARCB,Sell to Open,04/19/2024,37,$150.00,$1.52,$1.35,$1.70,37%,04/26/2024,N,$134.03,1.14%,11.54%,11.92%
DXCM,Sell to Open,04/26/2024,44,$155.00,$1.50,$1.35,$1.65,20%,04/25/2024,Y,$131.68,1.14%,9.67%,17.71%
ALB,Sell to Open,04/26/2024,44,$155.00,$1.42,$1.18,$1.66,58%,05/01/2024,N,$125.39,1.13%,9.61%,23.61%
ADBE,Sell to Open,04/26/2024,44,$680.00,$6.50,$5.75,$7.25,78%,03/14/2024,Y,$573.55,1.13%,9.62%,18.56%
DHI,Sell to Open,04/26/2024,44,$175.00,$1.75,$1.50,$2.00,37%,04/18/2024,Y,$155.20,1.13%,9.57%,12.76%
EWT,Sell to Open,04/19/2024,37,$51.00,$0.55,$0.45,$0.65,36%,,N,$48.73,1.13%,11.44%,4.66%
FSLR,Sell to Open,04/26/2024,44,$190.00,$1.77,$1.64,$1.92,27%,04/25/2024,Y,$158.04,1.13%,9.56%,20.22%
JBL,Sell to Open,04/19/2024,37,$170.00,$1.67,$1.55,$1.80,91%,03/15/2024,Y,$148.79,1.13%,11.41%,14.25%
CMA,Sell to Open,04/26/2024,44,$59.00,$0.57,$0.45,$0.70,7%,04/18/2024,Y,$50.98,1.13%,9.57%,15.73%
FCX,Sell to Open,04/26/2024,44,$50.00,$0.48,$0.40,$0.57,21%,04/19/2024,Y,$43.41,1.12%,9.48%,15.18%
NEP,Sell to Open,04/26/2024,44,$34.00,$0.32,$0.25,$0.40,20%,04/23/2024,Y,$28.99,1.12%,9.52%,17.28%
XPO,Sell to Open,04/19/2024,37,$140.00,$1.37,$1.30,$1.45,19%,05/02/2024,N,$122.75,1.12%,11.36%,14.05%
ANET,Sell to Open,04/26/2024,44,$325.00,$3.15,$3.00,$3.30,13%,04/29/2024,N,$280.71,1.12%,9.53%,15.78%
FNGS,Sell to Open,04/19/2024,37,$45.00,$0.47,$0.35,$0.60,9%,,N,$42.64,1.11%,11.29%,5.53%
RCL,Sell to Open,04/26/2024,44,$150.00,$1.46,$1.27,$1.65,22%,05/02/2024,N,$132.11,1.11%,9.38%,13.54%
AR,Sell to Open,04/26/2024,44,$30.00,$0.29,$0.26,$0.32,1%,04/24/2024,Y,$26.06,1.11%,9.45%,15.12%
WDC,Sell to Open,04/26/2024,44,$73.00,$0.69,$0.52,$0.87,39%,05/08/2024,N,$62.48,1.11%,9.44%,16.84%
COTY,Sell to Open,04/26/2024,44,$15.00,$0.14,$0.02,$0.26,3%,05/07/2024,N,$12.61,1.11%,9.42%,18.95%
FLR,Sell to Open,04/19/2024,37,$42.50,$0.42,$0.40,$0.45,19%,05/03/2024,N,$38.45,1.11%,11.21%,10.53%
ALNY,Sell to Open,04/19/2024,37,$170.00,$1.65,$1.55,$1.75,7%,05/02/2024,N,$148.42,1.11%,11.27%,14.54%
MGA,Sell to Open,04/19/2024,37,$57.50,$0.60,$0.55,$0.65,26%,05/03/2024,N,$53.91,1.11%,11.28%,6.66%
EQR,Sell to Open,04/19/2024,37,$65.00,$0.70,$0.60,$0.80,20%,04/30/2024,N,$63.30,1.11%,11.21%,2.69%
DUOL,Sell to Open,04/19/2024,37,$270.00,$2.47,$2.20,$2.75,15%,05/07/2024,N,$225.57,1.1%,11.12%,19.7%
FITB,Sell to Open,04/19/2024,37,$39.00,$0.40,$0.35,$0.45,3%,04/19/2024,N,$36.23,1.1%,11.19%,7.65%
CROX,Sell to Open,04/26/2024,44,$160.00,$1.42,$0.70,$2.15,5%,04/25/2024,Y,$129.32,1.1%,9.35%,23.72%
SHOP,Sell to Open,04/26/2024,44,$95.00,$0.86,$0.76,$0.97,15%,05/09/2024,N,$78.68,1.1%,9.33%,20.74%
VST,Sell to Open,04/19/2024,37,$70.00,$0.67,$0.60,$0.75,62%,05/07/2024,N,$61.16,1.1%,11.19%,14.45%
GSK,Sell to Open,04/26/2024,44,$45.00,$0.47,$0.40,$0.55,24%,05/01/2024,N,$43.36,1.1%,9.3%,3.78%
ACWI,Sell to Open,04/19/2024,37,$110.00,$1.20,$1.15,$1.25,5%,,N,$108.80,1.1%,11.18%,1.1%
NXPI,Sell to Open,04/26/2024,44,$285.00,$2.75,$2.10,$3.40,27%,05/06/2024,N,$250.98,1.1%,9.3%,13.55%
LRCX,Sell to Open,04/26/2024,44,"$1,100.00",$10.12,$7.65,$12.60,36%,04/17/2024,Y,$926.71,1.09%,9.27%,18.7%
CCJ,Sell to Open,04/26/2024,44,$47.00,$0.43,$0.38,$0.48,39%,04/30/2024,N,$39.57,1.09%,9.22%,18.78%
DDOG,Sell to Open,04/26/2024,44,$145.00,$1.35,$1.28,$1.42,13%,05/02/2024,N,$123.59,1.09%,9.27%,17.32%
NYT,Sell to Open,04/19/2024,37,$46.00,$0.47,$0.40,$0.55,10%,05/08/2024,N,$43.97,1.08%,10.95%,4.62%
WYNN,Sell to Open,04/26/2024,44,$115.00,$1.10,$0.68,$1.53,9%,05/07/2024,N,$102.33,1.08%,9.17%,12.38%
TMF,Sell to Open,04/26/2024,44,$63.50,$0.59,$0.57,$0.62,10%,,N,$54.99,1.08%,9.18%,15.48%
SQ,Sell to Open,04/26/2024,44,$105.00,$0.92,$0.64,$1.20,20%,05/02/2024,N,$85.72,1.07%,9.11%,22.49%
MPWR,Sell to Open,04/19/2024,37,$830.00,$7.60,$5.50,$9.70,29%,05/02/2024,N,$708.18,1.07%,10.88%,17.2%
ARGX,Sell to Open,04/19/2024,37,$430.00,$4.09,$2.00,$6.20,12%,05/09/2024,N,$381.76,1.07%,10.89%,12.64%
PHM,Sell to Open,04/26/2024,44,$130.00,$1.22,$1.05,$1.40,38%,04/23/2024,Y,$114.08,1.07%,9.11%,13.96%
NOG,Sell to Open,04/19/2024,37,$40.00,$0.40,$0.35,$0.45,10%,05/02/2024,N,$37.31,1.07%,10.87%,7.21%
JEF,Sell to Open,04/19/2024,37,$47.50,$0.47,$0.40,$0.55,16%,03/28/2024,Y,$44.28,1.07%,10.88%,7.27%
APP,Sell to Open,04/19/2024,37,$75.00,$0.67,$0.60,$0.75,16%,05/10/2024,N,$63.09,1.07%,10.85%,18.88%
ABT,Sell to Open,04/26/2024,44,$128.00,$1.28,$0.61,$1.95,12%,04/17/2024,Y,$120.16,1.07%,9.04%,6.52%
AOS,Sell to Open,04/19/2024,37,$90.00,$0.92,$0.85,$1.00,12%,04/25/2024,N,$86.16,1.07%,10.88%,4.46%
HES,Sell to Open,04/26/2024,44,$165.00,$1.60,$0.45,$2.75,30%,05/01/2024,N,$148.97,1.07%,9.12%,10.76%
SCCO,Sell to Open,04/19/2024,37,$110.00,$1.02,$0.85,$1.20,19%,04/25/2024,N,$96.30,1.06%,10.79%,14.23%
GDX,Sell to Open,04/26/2024,44,$34.50,$0.31,$0.29,$0.35,34%,,N,$30.29,1.06%,8.97%,13.9%
CBRE,Sell to Open,04/19/2024,37,$100.00,$1.00,$0.95,$1.05,23%,04/25/2024,N,$94.17,1.06%,10.77%,6.19%
NET,Sell to Open,04/26/2024,44,$120.00,$1.02,$0.94,$1.10,10%,04/25/2024,Y,$95.90,1.06%,9.03%,25.13%
DASH,Sell to Open,04/26/2024,44,$155.00,$1.38,$1.24,$1.53,8%,05/02/2024,N,$132.42,1.05%,8.88%,17.05%
URI,Sell to Open,04/26/2024,44,$770.00,$7.00,$5.60,$8.40,10%,04/24/2024,Y,$668.43,1.05%,8.89%,15.2%
CEIX,Sell to Open,04/19/2024,37,$95.00,$0.85,$0.75,$0.95,31%,04/30/2024,N,$80.82,1.05%,10.66%,17.55%
ABNB,Sell to Open,04/26/2024,44,$187.50,$1.73,$1.43,$2.04,10%,05/07/2024,N,$164.76,1.05%,8.94%,13.8%
QCOM,Sell to Open,04/26/2024,44,$192.50,$1.77,$1.39,$2.15,23%,05/01/2024,N,$169.25,1.05%,8.88%,13.74%
LW,Sell to Open,04/19/2024,37,$115.00,$1.07,$1.00,$1.15,34%,04/04/2024,Y,$102.94,1.04%,10.59%,11.72%
LEN,Sell to Open,04/26/2024,44,$190.00,$1.72,$1.50,$1.95,76%,03/13/2024,Y,$165.50,1.04%,8.85%,14.8%
WGO,Sell to Open,04/19/2024,37,$72.50,$0.67,$0.60,$0.75,24%,03/21/2024,Y,$64.65,1.04%,10.59%,12.14%
NOW,Sell to Open,04/26/2024,44,$900.00,$8.10,$6.20,$10.00,28%,04/24/2024,Y,$776.88,1.04%,8.85%,15.85%
BLDR,Sell to Open,04/19/2024,37,$230.00,$2.10,$1.95,$2.25,19%,05/01/2024,N,$201.14,1.04%,10.59%,14.35%
BBWI,Sell to Open,04/26/2024,44,$52.00,$0.47,$0.40,$0.55,15%,05/23/2024,N,$45.67,1.04%,8.83%,13.86%
TEX,Sell to Open,04/19/2024,37,$65.00,$0.60,$0.55,$0.65,33%,04/29/2024,N,$57.91,1.04%,10.5%,12.24%
ALLY,Sell to Open,04/26/2024,44,$44.00,$0.40,$0.35,$0.45,4%,04/17/2024,Y,$38.37,1.04%,8.85%,14.67%
PANW,Sell to Open,04/26/2024,44,$335.00,$3.00,$2.85,$3.15,40%,05/23/2024,N,$290.12,1.03%,8.78%,15.47%
FIX,Sell to Open,04/19/2024,37,$350.00,$3.10,$0.70,$5.50,44%,04/24/2024,N,$300.06,1.03%,10.47%,16.64%
CRS,Sell to Open,04/19/2024,37,$75.00,$0.67,$0.60,$0.75,25%,04/25/2024,N,$65.67,1.03%,10.42%,14.21%
KLAC,Sell to Open,04/26/2024,44,$800.00,$7.10,$5.40,$8.80,31%,04/24/2024,Y,$688.71,1.03%,8.75%,16.16%
EXPE,Sell to Open,04/26/2024,44,$150.00,$1.39,$1.19,$1.59,11%,05/02/2024,N,$135.32,1.03%,8.72%,10.85%
SSO,Sell to Open,04/26/2024,44,$80.00,$0.77,$0.70,$0.85,14%,,N,$75.43,1.03%,8.72%,6.06%
RBC,Sell to Open,04/19/2024,37,$310.00,$2.70,$0.60,$4.80,13%,05/16/2024,N,$265.44,1.02%,10.31%,16.79%
DKNG,Sell to Open,04/26/2024,44,$51.00,$0.43,$0.37,$0.49,18%,05/02/2024,N,$42.24,1.02%,8.64%,20.74%
GOOGL,Sell to Open,04/26/2024,44,$157.50,$1.42,$1.17,$1.68,25%,04/23/2024,Y,$139.79,1.02%,8.65%,12.67%
CHTR,Sell to Open,04/26/2024,44,$345.00,$3.00,$2.50,$3.50,44%,05/03/2024,N,$298.40,1.01%,8.53%,15.62%
TCOM,Sell to Open,04/19/2024,37,$50.00,$0.45,$0.40,$0.50,15%,06/05/2024,N,$44.67,1.01%,10.21%,11.93%
HUM,Sell to Open,04/26/2024,44,$395.00,$3.50,$3.20,$3.80,70%,04/24/2024,Y,$345.20,1.01%,8.61%,14.43%
URBN,Sell to Open,04/26/2024,44,$47.00,$0.42,$0.35,$0.50,20%,05/21/2024,N,$41.92,1.01%,8.61%,12.12%
FAST,Sell to Open,04/19/2024,37,$80.00,$0.75,$0.70,$0.80,24%,04/11/2024,Y,$75.04,1%,10.13%,6.61%
WSM,Sell to Open,04/19/2024,37,$320.00,$2.84,$2.40,$3.30,61%,03/13/2024,Y,$283.87,1%,10.18%,12.73%
CHRW,Sell to Open,04/19/2024,37,$80.00,$0.75,$0.65,$0.85,11%,04/24/2024,N,$75.31,1%,10.1%,6.23%
OKE,Sell to Open,04/19/2024,37,$80.00,$0.77,$0.75,$0.80,4%,04/30/2024,N,$77.12,1%,10.19%,3.73%
BWA,Sell to Open,04/19/2024,37,$35.00,$0.32,$0.30,$0.35,28%,05/09/2024,N,$32.47,1%,10.15%,7.79%
UBER,Sell to Open,04/26/2024,44,$90.00,$0.78,$0.73,$0.83,14%,05/07/2024,N,$78.25,1%,8.46%,15.02%
HUBS,Sell to Open,04/19/2024,37,$710.00,$6.25,$5.40,$7.10,7%,05/01/2024,N,$625.00,1%,10.14%,13.6%
APLS,Sell to Open,04/19/2024,37,$70.00,$0.57,$0.20,$0.95,9%,05/09/2024,N,$57.36,1%,10.16%,22.04%
SHAK,Sell to Open,04/26/2024,44,$120.00,$1.02,$0.90,$1.15,31%,05/02/2024,N,$102.86,1%,8.46%,16.66%
DOCN,Sell to Open,04/19/2024,37,$50.00,$0.40,$0.35,$0.45,15%,05/07/2024,N,$40.59,0.99%,9.99%,23.18%
AVGO,Sell to Open,04/26/2024,44,"$1,450.00",$12.50,$11.60,$13.40,57%,05/30/2024,N,"$1,257.87",0.99%,8.44%,15.27%
ORCL,Sell to Open,04/26/2024,44,$135.00,$1.24,$1.13,$1.35,65%,06/10/2024,N,$125.52,0.99%,8.39%,7.55%
CSCO,Sell to Open,04/26/2024,44,$52.00,$0.49,$0.39,$0.60,18%,05/15/2024,N,$50.11,0.99%,8.39%,3.77%
RIO,Sell to Open,04/19/2024,37,$67.50,$0.62,$0.60,$0.65,54%,07/31/2024,N,$63.17,0.99%,10.03%,6.85%
VAC,Sell to Open,04/19/2024,37,$110.00,$0.97,$0.80,$1.15,35%,05/01/2024,N,$98.00,0.99%,10.09%,12.24%
AVAV,Sell to Open,04/19/2024,37,$180.00,$1.60,$1.45,$1.75,94%,06/25/2024,N,$161.21,0.99%,10.06%,11.66%
CRWD,Sell to Open,04/26/2024,44,$395.00,$3.28,$2.56,$4.00,92%,05/29/2024,N,$332.17,0.99%,8.38%,18.92%
SMH,Sell to Open,04/26/2024,44,$255.00,$2.21,$2.12,$2.31,33%,,N,$223.46,0.99%,8.41%,14.11%
ISRG,Sell to Open,04/26/2024,44,$430.00,$3.75,$3.50,$4.00,12%,04/16/2024,Y,$382.99,0.98%,8.31%,12.27%
MCHI,Sell to Open,04/19/2024,37,$44.00,$0.40,$0.35,$0.45,14%,,N,$40.78,0.98%,9.94%,7.9%
CNC,Sell to Open,04/26/2024,44,$86.00,$0.75,$0.50,$1.00,31%,04/26/2024,N,$76.72,0.98%,8.3%,12.1%
DVA,Sell to Open,04/19/2024,37,$160.00,$1.35,$0.10,$2.60,25%,05/08/2024,N,$138.27,0.98%,9.9%,15.72%
SOXX,Sell to Open,04/19/2024,37,$250.00,$2.17,$2.10,$2.25,29%,,N,$224.17,0.97%,9.84%,11.52%
XES,Sell to Open,04/19/2024,37,$95.00,$0.85,$0.70,$1.00,8%,,N,$88.02,0.97%,9.79%,7.93%
MEDP,Sell to Open,04/19/2024,37,$450.00,$3.90,$1.50,$6.30,19%,04/22/2024,N,$407.88,0.96%,9.69%,10.33%
PBF,Sell to Open,04/19/2024,37,$65.00,$0.52,$0.45,$0.60,10%,05/03/2024,N,$54.96,0.96%,9.69%,18.27%
TMV,Sell to Open,04/26/2024,44,$40.00,$0.32,$0.25,$0.40,14%,,N,$33.92,0.96%,8.13%,17.92%
CMI,Sell to Open,04/26/2024,44,$285.00,$2.59,$0.60,$4.60,26%,04/30/2024,N,$270.24,0.96%,8.17%,5.46%
TEAM,Sell to Open,04/26/2024,44,$250.00,$2.00,$1.30,$2.70,10%,05/02/2024,N,$207.73,0.96%,8.17%,20.35%
ESTC,Sell to Open,04/19/2024,37,$125.00,$1.02,$0.85,$1.20,100%,06/06/2024,N,$106.23,0.96%,9.78%,17.67%
JCI,Sell to Open,04/19/2024,37,$65.00,$0.60,$0.55,$0.65,20%,05/03/2024,N,$62.30,0.96%,9.76%,4.33%
PAYC,Sell to Open,04/19/2024,37,$210.00,$1.80,$1.50,$2.10,12%,04/30/2024,N,$188.25,0.96%,9.69%,11.55%
